pick_up_date,forwarders,warehouse_location,consignees,destination,number_of_packages,weight,quantity,value_of_package,number_of_pallets_per_day,trucking,trucking_billing
2022-04-26,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,481.3,10400,1034.4,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,11,4.65,420000,150.6,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,15,55.63,13500,1023.6,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,28.4,94500,12827.04,4,6 WHEELER TRUCK - ELF,130
2022-04-26,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,1,105.95,157600,17730,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,10,24,240000,170349.3,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,13,81.83,132000,284476.92,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Victor,PARANAQUE,Consignee Lambda,GERMANY,9,5.27,232500,978.92,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,31,35.32,211500,13550.55,4,6 WHEELER TRUCK - ELF,110
2022-04-26,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,26,25.15,187500,5569.5,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,14,504,10000,16110.6,4,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,8,58.68,1230000,2812.65,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,4,51.13,109500,6809.4,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,2,168.51,221500,1833,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,12,0.46,25500,113284.8,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,13,31.47,205400,3996,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,2,198.69,4500,21095.55,6,6 WHEELER TRUCK - ELF,130
2022-04-27,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,6,33.63,65000,1888.2,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,3,165.62,238500,812.4,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,3,1470.37,40500,20607.45,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,1,25.38,24000,10533.42,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,9,85.01,177000,1549.5,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,2,174.24,25500,42643.7,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,12,13.62,14400,14984.7,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,2,15.23,561500,32330.75,6,6 WHEELER TRUCK - ELF,14
2022-04-27,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,15,5.54,284200,16059.78,6,6 WHEELER TRUCK - ELF,110
2022-04-28,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,55.41,600000,4609.5,3,6 WHEELER TRUCK - ELF,14
2022-04-28,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,2,1.5,49500,4634.25,3,6 WHEELER TRUCK - ELF,14
2022-04-28,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,2,13.7,592500,6905.4,3,6 WHEELER TRUCK - ELF,14
2022-04-28,Forwarder Quebec,PARANAQUE,Consignee Tango,KOREA,1,71.54,273000,846.3,3,6 WHEELER TRUCK - ELF,14
2022-04-28,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,13,395.04,10500,3814.16,3,6 WHEELER TRUCK - ELF,14
2022-04-28,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,2,1.38,711000,12480.52,3,6 WHEELER TRUCK - ELF,14
2022-04-28,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,2,30.59,9000,409.35,3,6 WHEELER TRUCK - ELF,14
2022-04-28,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,3,16.39,1500,1624.8,3,6 WHEELER TRUCK - ELF,130
2022-04-28,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,7,93.88,5500,13094.85,3,6 WHEELER TRUCK - ELF,130
2022-04-28,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,12,0.74,23200,836.1,3,6 WHEELER TRUCK - ELF,110
2022-04-29,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,1,25.68,189000,10020.6,2,6 WHEELER TRUCK - ELF,14
2022-04-29,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,5,0.93,207400,2076.75,2,6 WHEELER TRUCK - ELF,14
2022-04-29,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,2,7.61,48000,4441.5,2,6 WHEELER TRUCK - ELF,14
2022-04-29,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,2,15.99,1500,20426.16,2,6 WHEELER TRUCK - ELF,130
2022-04-29,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,1,94.56,453000,29332.8,2,6 WHEELER TRUCK - ELF,130
2022-04-29,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,17,73,1500,137276.65,2,6 WHEELER TRUCK - ELF,110
2022-04-30,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,4,143.42,9000,36933.6,3,6 WHEELER TRUCK - ELF,14
2022-04-30,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,12,6.79,18000,29810.25,3,6 WHEELER TRUCK - ELF,14
2022-04-30,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,6,83.25,462200,43067.4,3,6 WHEELER TRUCK - ELF,110
2022-04-30,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,14,25.38,276000,789,3,6 WHEELER TRUCK - ELF,14
2022-04-30,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,220.72,120000,10194.6,3,6 WHEELER TRUCK - ELF,130
2022-04-30,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,9,3.19,145500,36419.46,3,6 WHEELER TRUCK - ELF,14
2022-04-30,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,12,79.58,1500,5028.75,3,6 WHEELER TRUCK - ELF,14
2022-04-30,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,5,1.94,165000,62275.95,3,6 WHEELER TRUCK - ELF,14
2022-04-30,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,7,91.27,393000,897.75,3,6 WHEELER TRUCK - ELF,14
2022-04-30,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,1,156.68,36000,21127.5,3,6 WHEELER TRUCK - ELF,14
2022-04-30,Forwarder Golf,PARANAQUE,Consignee Juliett,HONG KONG,18,121.72,6000,53508,3,6 WHEELER TRUCK - ELF,14
2022-04-30,Forwarder Golf,PARANAQUE,Consignee Juliett,HONG KONG,1,17.93,27200,7755.9,3,6 WHEELER TRUCK - ELF,14
2022-04-30,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,2,5.28,3000,63849.1,3,6 WHEELER TRUCK - ELF,14
2022-05-02,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,1,48.24,162000,13816.2,1,6 WHEELER TRUCK - ELF,14
2022-05-02,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,2,27.27,43500,6600.15,1,6 WHEELER TRUCK - ELF,14
2022-05-02,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,7,47.98,225000,1970.85,1,6 WHEELER TRUCK - ELF,14
2022-05-02,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,3,12.46,181600,10034.7,1,6 WHEELER TRUCK - ELF,130
2022-05-02,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,1,1.55,20000,540.6,1,6 WHEELER TRUCK - ELF,110
2022-05-03,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,9,85.52,64500,5685.42,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,6,37.39,9000,1871,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,4,5.96,18000,143055.6,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,11,103.9,432000,13224,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,12,1.36,3000,2647.2,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,70,118.95,588000,2064.6,3,6 WHEELER TRUCK - ELF,130
2022-05-03,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,17,324.99,1600,264169.26,3,6 WHEELER TRUCK - ELF,110
2022-05-03,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,3,12.43,13500,53359.2,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,10,220.72,10000,10614.3,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,14,48.68,6000,1503,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,13,31.38,37200,173322.18,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,1,0.54,115500,422.1,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,1,51.76,69000,515.25,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,10,8.45,13500,167325.16,3,6 WHEELER TRUCK - ELF,14
2022-05-03,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,17,8.02,76500,49999.95,3,6 WHEELER TRUCK - ELF,14
2022-05-04,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,3,12.56,124500,131.4,4,6 WHEELER TRUCK - ELF,14
2022-05-04,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,12,5.28,57000,527.1,4,6 WHEELER TRUCK - ELF,14
2022-05-04,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,2,363.64,33000,61677.51,4,6 WHEELER TRUCK - ELF,14
2022-05-04,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,8,4.65,18000,718.2,4,6 WHEELER TRUCK - ELF,14
2022-05-04,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,7,21.59,30400,79551,4,6 WHEELER TRUCK - ELF,14
2022-05-04,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,4,9.7,9000,20156.25,4,6 WHEELER TRUCK - ELF,130
2022-05-04,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,9,210.07,168000,36180.8,4,6 WHEELER TRUCK - ELF,14
2022-05-04,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,1,26.79,18000,2095.2,4,6 WHEELER TRUCK - ELF,110
2022-05-04,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,7,116.61,111500,45384.9,4,6 WHEELER TRUCK - ELF,14
2022-05-04,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,3,133.67,637600,8682,4,6 WHEELER TRUCK - ELF,14
2022-05-04,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,6,8.75,62100,28941.28,4,6 WHEELER TRUCK - ELF,14
2022-05-04,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,6,6.08,110000,17856.14,4,6 WHEELER TRUCK - ELF,14
2022-05-05,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,2,1.03,3000,110858.98,1,6 WHEELER TRUCK - ELF,14
2022-05-05,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,7,4.76,84000,54115.05,1,6 WHEELER TRUCK - ELF,14
2022-05-05,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,23,5.9,9000,746.4,1,6 WHEELER TRUCK - ELF,14
2022-05-05,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,13,101.05,36000,6997.2,1,6 WHEELER TRUCK - ELF,14
2022-05-05,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,10,14.55,126000,5893.2,1,6 WHEELER TRUCK - ELF,130
2022-05-05,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,16,12.43,22500,187255.5,1,6 WHEELER TRUCK - ELF,14
2022-05-05,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,13,62.41,9000,18063,1,6 WHEELER TRUCK - ELF,14
2022-05-05,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,1.54,7500,8124,1,6 WHEELER TRUCK - ELF,14
2022-05-05,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,2,24.37,174000,570,1,6 WHEELER TRUCK - ELF,14
2022-05-05,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,3,47.69,130500,19240.65,1,6 WHEELER TRUCK - ELF,14
2022-05-05,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,11,19.87,34500,642297.57,1,6 WHEELER TRUCK - ELF,110
2022-05-05,Forwarder Victor,PARANAQUE,Consignee Lambda,GERMANY,4,6.06,30000,61677.51,1,6 WHEELER TRUCK - ELF,14
2022-05-05,Forwarder Victor,PARANAQUE,Consignee Lambda,GERMANY,6,57.56,22500,12968.4,1,6 WHEELER TRUCK - ELF,14
2022-05-06,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,3,2.68,33400,5685.6,2,6 WHEELER TRUCK - ELF,14
2022-05-06,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,9,51.45,277500,12994.05,2,6 WHEELER TRUCK - ELF,14
2022-05-06,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,2,2.12,91000,2064.6,2,6 WHEELER TRUCK - ELF,14
2022-05-06,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,15,57.69,81000,21869.76,2,6 WHEELER TRUCK - ELF,14
2022-05-06,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,5,64.31,627000,46798.8,2,6 WHEELER TRUCK - ELF,14
2022-05-06,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,2,131.93,13500,4728,2,6 WHEELER TRUCK - ELF,130
2022-05-06,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,7,4.25,59800,9271.65,2,6 WHEELER TRUCK - ELF,14
2022-05-06,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,15,22.02,135000,60282,2,6 WHEELER TRUCK - ELF,14
2022-05-06,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,5,8.9,15000,2462.4,2,6 WHEELER TRUCK - ELF,110
2022-05-06,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,19.4,96000,46613.25,2,6 WHEELER TRUCK - ELF,14
2022-05-06,Forwarder Romeo,PARANAQUE,Consignee Victor,JAPAN,10,65.36,62100,40332.6,2,6 WHEELER TRUCK - ELF,14
2022-05-06,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,2,94.5,106500,8945.25,2,6 WHEELER TRUCK - ELF,14
2022-05-07,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,3,21.59,207400,1449,1,6 WHEELER TRUCK - ELF,14
2022-05-07,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,3.06,19800,897.75,1,6 WHEELER TRUCK - ELF,14
2022-05-07,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,5,11.74,25500,12677.8,1,6 WHEELER TRUCK - ELF,14
2022-05-07,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,7,142.51,29000,823.2,1,6 WHEELER TRUCK - ELF,14
2022-05-07,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,12,36.6,9000,7110.9,1,6 WHEELER TRUCK - ELF,110
2022-05-07,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,2,101.42,165000,4069.8,1,6 WHEELER TRUCK - ELF,14
2022-05-07,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,1,5.28,327000,267.9,1,6 WHEELER TRUCK - ELF,130
2022-05-07,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,1,67.92,6000,33352.65,1,6 WHEELER TRUCK - ELF,14
2022-05-07,Forwarder Golf,PARANAQUE,Consignee Lambda,HONG KONG,56,3.53,9000,97277.67,1,6 WHEELER TRUCK - ELF,14
2022-05-09,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,4.47,13500,32292,2,6 WHEELER TRUCK - ELF,130
2022-05-09,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,2,43.56,306600,869.4,2,6 WHEELER TRUCK - ELF,14
2022-05-09,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,4,29.14,286500,1515.75,2,6 WHEELER TRUCK - ELF,14
2022-05-09,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,3,38.48,190500,10609.14,2,6 WHEELER TRUCK - ELF,14
2022-05-09,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,4,140.62,811700,540.6,2,6 WHEELER TRUCK - ELF,14
2022-05-09,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,4,2.02,25500,17325,2,6 WHEELER TRUCK - ELF,14
2022-05-09,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,2,14.68,1500,14575.7,2,6 WHEELER TRUCK - ELF,14
2022-05-09,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,4,66.38,637600,4359.4,2,6 WHEELER TRUCK - ELF,14
2022-05-09,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,7,56.27,183000,111.6,2,6 WHEELER TRUCK - ELF,14
2022-05-09,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,3.33,246000,1654.5,2,6 WHEELER TRUCK - ELF,14
2022-05-09,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,7,0.8,12000,1101.6,2,6 WHEELER TRUCK - ELF,110
2022-05-09,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,17,12.27,226500,8621.25,2,6 WHEELER TRUCK - ELF,130
2022-05-09,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,3,43.1,27000,43411.2,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,12,2.49,7500,38678.1,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,6,10.37,58500,4207.36,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,2,107.13,3000,15435.6,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,4,77.12,164800,64809.3,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,9,83.02,457500,540.6,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,30.81,69000,31491.68,2,6 WHEELER TRUCK - ELF,130
2022-05-10,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,13,36.6,18000,141792,2,6 WHEELER TRUCK - ELF,110
2022-05-10,Forwarder Quebec,PARANAQUE,Consignee Quebec,KOREA,1,0.7,30200,48041.1,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,5,2.78,9000,4328.1,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,24,24.01,318000,172457.25,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,96,3.65,196000,113284.8,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,4,4.84,61500,49010.7,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,4,15.66,987000,3296.7,2,6 WHEELER TRUCK - ELF,14
2022-05-10,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,16,46.73,586500,10614.3,2,6 WHEELER TRUCK - ELF,14
2022-05-11,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,15,3.28,381000,34013.4,2,6 WHEELER TRUCK - ELF,110
2022-05-11,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,5,89.9,45000,109040.7,2,6 WHEELER TRUCK - ELF,14
2022-05-11,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,7,0.53,202500,36762.84,2,6 WHEELER TRUCK - ELF,14
2022-05-11,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,3,34.8,57000,32700.3,2,6 WHEELER TRUCK - ELF,14
2022-05-11,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,8.66,157600,10098.9,2,6 WHEELER TRUCK - ELF,14
2022-05-11,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,14,1.86,162000,9426.9,2,6 WHEELER TRUCK - ELF,14
2022-05-11,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,1,87.18,357000,12046.08,2,6 WHEELER TRUCK - ELF,14
2022-05-11,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,1,215.05,9000,126292.95,2,6 WHEELER TRUCK - ELF,130
2022-05-11,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,4,6.27,30000,5442.83,2,6 WHEELER TRUCK - ELF,14
2022-05-11,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,2,6.64,1200,27062.85,2,6 WHEELER TRUCK - ELF,14
2022-05-11,Forwarder Golf,PARANAQUE,Consignee Lambda,HONG KONG,1,1.84,19500,6733.05,2,6 WHEELER TRUCK - ELF,14
2022-05-12,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,7,4.4,600300,25876.8,3,6 WHEELER TRUCK - ELF,14
2022-05-12,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,2,12.2,717400,26825.85,3,6 WHEELER TRUCK - ELF,14
2022-05-12,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,14,157.65,171000,75337.63,3,6 WHEELER TRUCK - ELF,14
2022-05-12,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,4,67.15,168000,8472,3,6 WHEELER TRUCK - ELF,14
2022-05-12,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,1,9.63,154500,8780.4,3,6 WHEELER TRUCK - ELF,130
2022-05-12,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,12,26.55,30000,9310.08,3,6 WHEELER TRUCK - ELF,14
2022-05-12,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,3,62.85,229000,4350.24,3,6 WHEELER TRUCK - ELF,14
2022-05-12,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,3,8.16,561500,11587.16,3,6 WHEELER TRUCK - ELF,14
2022-05-12,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,5,95.88,73500,35126.1,3,6 WHEELER TRUCK - ELF,14
2022-05-12,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,9,16.38,10500,30286.75,3,6 WHEELER TRUCK - ELF,14
2022-05-12,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,24,73.16,885000,12407.25,3,6 WHEELER TRUCK - ELF,110
2022-05-12,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,12,4.8,27000,16859.7,3,6 WHEELER TRUCK - ELF,14
2022-05-12,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,9,27.93,60000,639.6,3,6 WHEELER TRUCK - ELF,14
2022-05-13,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,10,1.33,315000,8407.65,2,6 WHEELER TRUCK - ELF,130
2022-05-13,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,21,44.4,35900,140659.8,2,6 WHEELER TRUCK - ELF,14
2022-05-13,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,1,1.52,88000,228.3,2,6 WHEELER TRUCK - ELF,14
2022-05-13,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,9,22.68,564000,2558.4,2,6 WHEELER TRUCK - ELF,14
2022-05-13,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,9,0.36,99000,23172.7,2,6 WHEELER TRUCK - ELF,14
2022-05-13,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,11,2.84,69000,1519.2,2,6 WHEELER TRUCK - ELF,110
2022-05-13,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,3,13.05,136500,30473.74,2,6 WHEELER TRUCK - ELF,14
2022-05-13,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,19,78,216000,1442.1,2,6 WHEELER TRUCK - ELF,14
2022-05-13,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,15,31.21,273000,301.2,2,6 WHEELER TRUCK - ELF,14
2022-05-13,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,12,65.73,1038800,40122,2,6 WHEELER TRUCK - ELF,14
2022-05-13,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,8,9.6,75000,1515.75,2,6 WHEELER TRUCK - ELF,14
2022-05-14,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,86.89,21000,166.5,5,6 WHEELER TRUCK - ELF,14
2022-05-14,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,19,20.58,6000,296.1,5,6 WHEELER TRUCK - ELF,14
2022-05-14,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,4,4.6,4500,78670.91,5,6 WHEELER TRUCK - ELF,14
2022-05-14,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,21,31.54,18000,12923.04,5,6 WHEELER TRUCK - ELF,110
