pick_up_date,forwarders,warehouse_location,consignees,destination,number_of_packages,weight,quantity,value_of_package,number_of_pallets_per_day,trucking,trucking_billing
2022-04-02,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,14,3.96,99000,31532.85,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,11,18.31,58500,829.2,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,1,58.68,221500,3924.3,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,26.17,180000,56905.95,3,6 WHEELER TRUCK - ELF,130
2022-04-02,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,6,5.01,81000,2496.9,3,6 WHEELER TRUCK - ELF,110
2022-04-02,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,14,61.49,216000,49717.65,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,2,2.78,7500,5421,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,20,16.35,172500,72523.38,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,4.41,168000,51675,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,10,14.64,172500,3302.7,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Delta,PARANAQUE,Consignee Echo,SINGAPORE,26,12.12,36000,15608.25,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,8,95.66,32400,4756.5,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,10,36.92,39000,54115.05,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,2,14.59,87000,6938.55,3,6 WHEELER TRUCK - ELF,14
2022-04-02,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,6,310.43,9000,173322.18,3,6 WHEELER TRUCK - ELF,14
2022-04-04,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,19.2,585900,6678,1,6 WHEELER TRUCK - ELF,130
2022-04-04,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,4,12.15,105000,28349.8,1,6 WHEELER TRUCK - ELF,14
2022-04-05,Forwarder Quebec,PARANAQUE,Consignee Tango,KOREA,1,37,3000,21780,2,6 WHEELER TRUCK - ELF,14
2022-04-05,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,82,48.47,33000,27192,2,6 WHEELER TRUCK - ELF,14
2022-04-05,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,1,203.11,9000,8407.65,2,6 WHEELER TRUCK - ELF,14
2022-04-05,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,3,3.31,453000,23210.95,2,6 WHEELER TRUCK - ELF,14
2022-04-05,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,22,4.1,3000,5931.3,2,6 WHEELER TRUCK - ELF,110
2022-04-05,Forwarder Zeta,PARANAQUE,Consignee Zeta,CHINA,4,72.07,109500,3581.25,2,6 WHEELER TRUCK - ELF,130
2022-04-05,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,8,48.68,153000,92931.45,2,6 WHEELER TRUCK - ELF,14
2022-04-05,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,2,40.27,76500,68212.8,2,6 WHEELER TRUCK - ELF,14
2022-04-05,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,9,18.97,138000,351,2,6 WHEELER TRUCK - ELF,14
2022-04-05,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,9,2.24,657400,1004.4,2,6 WHEELER TRUCK - ELF,14
2022-04-05,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,4,166.19,114000,5652,2,6 WHEELER TRUCK - ELF,14
2022-04-05,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,2,459.92,186000,113248.34,2,6 WHEELER TRUCK - ELF,14
2022-04-05,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,67.9,1000,412.95,2,6 WHEELER TRUCK - ELF,14
2022-04-06,Forwarder Delta,PARANAQUE,Consignee Echo,SINGAPORE,17,15.54,12000,14436,3,6 WHEELER TRUCK - ELF,130
2022-04-06,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,5,275.74,19500,76901.55,3,6 WHEELER TRUCK - ELF,14
2022-04-06,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,2,129.29,146500,57728.1,3,6 WHEELER TRUCK - ELF,14
2022-04-06,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,37.41,66600,19648.12,3,6 WHEELER TRUCK - ELF,14
2022-04-06,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,1,6.57,30000,11600.4,3,6 WHEELER TRUCK - ELF,14
2022-04-06,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,2,3.38,279000,661.2,3,6 WHEELER TRUCK - ELF,110
2022-04-06,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,2,171.62,18000,391.95,3,6 WHEELER TRUCK - ELF,14
2022-04-07,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,1,13.51,81000,721.8,4,6 WHEELER TRUCK - ELF,14
2022-04-07,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,29.63,372000,800.1,4,6 WHEELER TRUCK - ELF,14
2022-04-07,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,4,34.18,85500,2097,4,6 WHEELER TRUCK - ELF,14
2022-04-07,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,3,7.56,30000,11815.2,4,6 WHEELER TRUCK - ELF,110
2022-04-07,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,564.56,396000,389.1,4,6 WHEELER TRUCK - ELF,130
2022-04-07,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,8,23.86,165000,51675,4,6 WHEELER TRUCK - ELF,14
2022-04-07,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,101.33,3000,18710.4,4,6 WHEELER TRUCK - ELF,14
2022-04-07,Forwarder Zeta,PARANAQUE,Consignee Zeta,CHINA,2,7.99,81000,9673.12,4,6 WHEELER TRUCK - ELF,14
2022-04-07,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,2,117.48,5000,4568.85,4,6 WHEELER TRUCK - ELF,14
2022-04-08,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,5,187.42,3000,1489.28,1,6 WHEELER TRUCK - ELF,14
2022-04-08,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,3,10.96,15000,172236,1,6 WHEELER TRUCK - ELF,14
2022-04-08,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,2,13.23,164800,4194,1,6 WHEELER TRUCK - ELF,14
2022-04-08,Forwarder Zeta,PARANAQUE,Consignee Zeta,CHINA,3,13.52,192000,15990.69,1,6 WHEELER TRUCK - ELF,130
2022-04-08,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,5,23.27,298000,18069.12,1,6 WHEELER TRUCK - ELF,110
2022-04-08,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,3,60.26,1500,102558.3,1,6 WHEELER TRUCK - ELF,14
2022-04-08,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,88.25,205500,17722.65,1,6 WHEELER TRUCK - ELF,14
2022-04-09,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,1,62.05,130500,718.2,2,6 WHEELER TRUCK - ELF,14
2022-04-09,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,4,21,338500,135.15,2,6 WHEELER TRUCK - ELF,14
2022-04-09,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,2,1.58,133500,5758.2,2,6 WHEELER TRUCK - ELF,14
2022-04-09,Forwarder Zeta,PARANAQUE,Consignee Zeta,CHINA,12,31.75,18000,2458.2,2,6 WHEELER TRUCK - ELF,14
2022-04-09,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,2,52.6,7700,1005.75,2,6 WHEELER TRUCK - ELF,14
2022-04-09,Forwarder Zeta,PARANAQUE,Consignee Zeta,CHINA,2,164.88,111000,4515.81,2,6 WHEELER TRUCK - ELF,14
2022-04-09,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,21,40.82,172500,39087.3,2,6 WHEELER TRUCK - ELF,110
2022-04-09,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,83,0.98,33000,56566.95,2,6 WHEELER TRUCK - ELF,130
2022-04-09,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,16.75,12000,706.5,2,6 WHEELER TRUCK - ELF,14
2022-04-09,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,9,66.22,285000,21997.8,2,6 WHEELER TRUCK - ELF,14
2022-04-09,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,3,6.7,3000,118109.1,2,6 WHEELER TRUCK - ELF,14
2022-04-11,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,17,20.33,622500,3178.88,2,6 WHEELER TRUCK - ELF,14
2022-04-11,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,3,92.34,165000,74088.3,2,6 WHEELER TRUCK - ELF,130
2022-04-11,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,8,45.8,39000,333.3,2,6 WHEELER TRUCK - ELF,14
2022-04-11,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,2,40.5,3000,1850.4,2,6 WHEELER TRUCK - ELF,14
2022-04-11,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,42.36,1779000,104561.7,2,6 WHEELER TRUCK - ELF,14
2022-04-11,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,1,16.12,46500,2566.8,2,6 WHEELER TRUCK - ELF,110
2022-04-12,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,54.05,10000,91810.35,3,6 WHEELER TRUCK - ELF,14
2022-04-12,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,42.56,3000,19273.3,3,6 WHEELER TRUCK - ELF,14
2022-04-12,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,6,4.86,75000,99093.3,3,6 WHEELER TRUCK - ELF,14
2022-04-12,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,9,15.54,4500,902.1,3,6 WHEELER TRUCK - ELF,14
2022-04-12,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,37,81.4,16500,8115,3,6 WHEELER TRUCK - ELF,110
2022-04-12,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,10,121.5,1500,38340,3,6 WHEELER TRUCK - ELF,14
2022-04-12,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,5,351.49,42000,142794.13,3,6 WHEELER TRUCK - ELF,14
2022-04-12,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,66,9.74,154500,16867.5,3,6 WHEELER TRUCK - ELF,14
2022-04-12,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,151.19,84000,33436.86,3,6 WHEELER TRUCK - ELF,130
2022-04-12,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,10,29.33,150000,7954.35,3,6 WHEELER TRUCK - ELF,14
2022-04-12,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,27,70.43,57000,9642.6,3,6 WHEELER TRUCK - ELF,14
2022-04-12,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,39,1.38,7000,29685.18,3,6 WHEELER TRUCK - ELF,14
2022-04-12,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,9,14.62,298200,36569.27,3,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,81.42,68800,1801,2,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,2,42.05,12000,11154.9,2,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,4,7.5,127800,17394.15,2,6 WHEELER TRUCK - ELF,110
2022-04-13,Forwarder Whiskey,PARANAQUE,Consignee Alpha,HONG KONG,9,72.09,451800,570,2,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,8,13.57,160500,1884,2,6 WHEELER TRUCK - ELF,130
2022-04-13,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,7,3.52,33000,860.85,2,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,7,1.56,229500,80287.2,2,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,3,88.19,63000,1428,2,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,5,28.64,141000,23171.7,2,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,2,3.52,77000,16464.02,2,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,3,53.63,474000,9219,2,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,4,11.43,60000,6352.95,2,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,10,0.74,88500,9326.25,2,6 WHEELER TRUCK - ELF,14
2022-04-13,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,2,27.24,145500,701.7,2,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,6,971.9,207000,26014.95,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,34,27.12,118500,5474.7,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Kilo,PARANAQUE,Consignee Whiskey,KOREA,4,298.23,942700,10678.5,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,12,9.64,41400,2095.2,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,4,32.64,221500,2355,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,29,232.49,48000,26165.7,6,6 WHEELER TRUCK - ELF,110
2022-04-16,Forwarder Zeta,PARANAQUE,Consignee Zeta,CHINA,13,2.04,7500,23209.35,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,5,6.57,46500,7766.4,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,45.6,207000,1489.2,6,6 WHEELER TRUCK - ELF,130
2022-04-16,Forwarder Zeta,PARANAQUE,Consignee Zeta,CHINA,5,31.35,1117500,10798.5,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,1,45.8,105400,22338,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,5,26.89,229500,12247.2,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,11,3.16,70500,64600.05,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,9,314.28,232500,49010.7,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,14,44.27,25500,43798.48,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,4,2.16,4500,2427.9,6,6 WHEELER TRUCK - ELF,14
2022-04-16,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,11,239.46,6000,3393,6,6 WHEELER TRUCK - ELF,14
2022-04-19,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,23,74.58,1500,11528.16,2,6 WHEELER TRUCK - ELF,14
2022-04-19,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,6,24,832500,123363.58,2,6 WHEELER TRUCK - ELF,14
2022-04-19,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,3,0.97,18000,8122.5,2,6 WHEELER TRUCK - ELF,14
2022-04-19,Forwarder Zeta,PARANAQUE,Consignee Zeta,CHINA,31,0.72,56000,118543.8,2,6 WHEELER TRUCK - ELF,130
2022-04-19,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,1,60.23,39000,160286.7,2,6 WHEELER TRUCK - ELF,14
2022-04-19,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,15,45.85,44000,896.1,2,6 WHEELER TRUCK - ELF,14
2022-04-19,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,10,9.69,40000,3879,2,6 WHEELER TRUCK - ELF,110
2022-04-19,Forwarder Kilo,PARANAQUE,Consignee Whiskey,KOREA,5,3.07,390000,660.9,2,6 WHEELER TRUCK - ELF,14
2022-04-19,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,1,10.79,571500,73870.21,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,3,42.39,103500,251230.8,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,50,10.85,33600,52320,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,6,10.9,78000,8122.5,2,6 WHEELER TRUCK - ELF,130
2022-04-20,Forwarder November,PARANAQUE,Consignee Sierra,KOREA,23,0.93,15000,2726.4,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,27,49.23,36000,95382.44,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,17,8.48,345900,12396,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,20,9.88,162000,1224,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,36,120.39,9000,2499.75,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,32,4.3,7500,688.2,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,64,29.28,69000,42797.4,2,6 WHEELER TRUCK - ELF,130
2022-04-20,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,55,14.72,324000,5817,2,6 WHEELER TRUCK - ELF,110
2022-04-20,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,16,7.43,93000,8884.35,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,15,13.06,132600,544.88,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,21,171.62,48000,19171.35,2,6 WHEELER TRUCK - ELF,14
2022-04-20,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,18,73.75,1050000,18973.66,2,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,20,71.67,6000,4970.4,4,6 WHEELER TRUCK - ELF,110
2022-04-21,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,4,5.47,74900,167.7,4,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Victor,PARANAQUE,Consignee Foxtrot,GERMANY,8,8.92,16500,17276.91,4,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,3,21,1786500,82177.88,4,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,1,28.89,99000,3007.5,4,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,4,1.83,63000,80007.42,4,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,11,5.25,678000,7463,4,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,11,95.69,87000,13216.5,4,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,5,50.76,12000,24821.55,4,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,18,0.77,159000,11189.4,4,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,9,262.18,1621400,35854.22,4,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Zeta,PARANAQUE,Consignee Zeta,CHINA,3,52.93,246300,44485.65,4,6 WHEELER TRUCK - ELF,14
2022-04-21,Forwarder Zeta,PARANAQUE,Consignee Zeta,CHINA,1,61.22,552800,120.9,4,6 WHEELER TRUCK - ELF,130
2022-04-21,Forwarder Alpha,PARANAQUE,Consignee India,KOREA,14,8.39,55500,8747.85,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,6,3.72,76500,7633.2,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,1,40.17,51000,2215.5,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Golf,PARANAQUE,Consignee Juliett,HONG KONG,19,35.78,9000,64965,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,3,43.1,59100,16592.44,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,10,2.8,22800,31672,4,6 WHEELER TRUCK - ELF,110
2022-04-22,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,3,927.91,39000,12480.52,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Zeta,PARANAQUE,Consignee Eta,CHINA,3,8.1,15000,831.6,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,5,3.66,25500,155244.6,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,2,1.02,25600,942,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,4,87.18,199500,29876.6,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,19,35.79,187500,57728.1,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,3,69.93,1087500,484.8,4,6 WHEELER TRUCK - ELF,14
2022-04-22,Forwarder Beta,PARANAQUE,Consignee Beta,TAIWAN,1,8.45,120000,21843.75,4,6 WHEELER TRUCK - ELF,130
2022-04-23,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,7,8.95,1500,1238.4,2,6 WHEELER TRUCK - ELF,130
2022-04-23,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,1,46.3,216000,3456.45,2,6 WHEELER TRUCK - ELF,14
2022-04-23,Forwarder Quebec,PARANAQUE,Consignee Romeo,KOREA,1,55.55,67500,14458.95,2,6 WHEELER TRUCK - ELF,14
2022-04-23,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,272.95,37500,57319.8,2,6 WHEELER TRUCK - ELF,14
2022-04-23,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,1,31.45,145500,85461.18,2,6 WHEELER TRUCK - ELF,110
2022-04-23,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,1,29.63,174000,3144.3,2,6 WHEELER TRUCK - ELF,14
2022-04-25,Forwarder Uniform,LAS PINAS,Consignee Uniform,JAPAN,6,27.34,18000,59621.4,1,6 WHEELER TRUCK - ELF,110
2022-04-25,Forwarder Kilo,PARANAQUE,Consignee Whiskey,KOREA,2,32.66,78000,7143.9,1,6 WHEELER TRUCK - ELF,14
2022-04-25,Forwarder Juliett,PARANAQUE,Consignee Victor,JAPAN,8,17.72,3000,3724.2,1,6 WHEELER TRUCK - ELF,14
2022-04-25,Forwarder Foxtrot,PARANAQUE,Consignee Beta,SINGAPORE,9,3.78,3000,1038.6,1,6 WHEELER TRUCK - ELF,130
2022-04-25,Forwarder Romeo,PARANAQUE,Consignee Echo,HONG KONG,5,4.82,435000,18530.4,1,6 WHEELER TRUCK - ELF,14
2022-04-25,Forwarder Romeo,PARANAQUE,Consignee Hotel,HONG KONG,6,44.56,43500,850.5,1,6 WHEELER TRUCK - ELF,14
2022-04-25,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,1,4.99,219000,1918.8,1,6 WHEELER TRUCK - ELF,14
2022-04-25,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,7,0.46,51000,10182.98,1,6 WHEELER TRUCK - ELF,14
2022-04-25,Forwarder Romeo,PARANAQUE,Consignee Echo,TAIWAN,3,14.53,456300,31167.8,1,6 WHEELER TRUCK - ELF,14
2022-04-25,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,9,27.75,36000,19338.75,1,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Quebec,PARANAQUE,Consignee Romeo,CHINA,1,84.16,181500,123363.58,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Lima,PARANAQUE,Consignee Gamma,HONG KONG,3,24.8,3000,34373.1,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,1,3.2,30500,1943.52,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Lima,PARANAQUE,Consignee Beta,HONG KONG,19,15.7,115000,21194.7,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Kilo,PARANAQUE,Consignee Whiskey,KOREA,4,36.34,42000,58611.34,4,6 WHEELER TRUCK - ELF,14
2022-04-26,Forwarder Kilo,PARANAQUE,Consignee Oscar,KOREA,1,28.54,151500,42686.55,4,6 WHEELER TRUCK - ELF,14
